cluster,instance,timestamp,cpu_usage_percentage
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 03:34:00,28.15
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 03:35:00,12.44
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 03:36:00,12.07
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 03:37:00,11.72
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 03:38:00,2.08
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 03:39:00,19.15
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 03:40:00,21.99
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 03:41:00,20.28
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 03:42:00,4.15
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 03:43:00,17.37
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 03:44:00,17.08
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 03:45:00,26.05
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 03:46:00,11.37
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 03:47:00,11.14
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 03:48:00,124.31
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 03:49:00,18.99
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 03:50:00,14.08
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 03:51:00,13.29
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 03:52:00,14.82
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 03:53:00,25.83
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 03:54:00,13.84
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 03:55:00,28.2
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 03:56:00,15.12
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 03:57:00,28.48
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 03:58:00,24.98
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 03:59:00,10.87
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:00:00,25.91
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:01:00,3.3
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:02:00,27.75
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:03:00,18.95
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:04:00,1.63
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:05:00,19.33
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:06:00,29.23
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:07:00,2.09
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:08:00,16.64
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:09:00,22.43
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:10:00,24.31
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:11:00,12.41
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:12:00,6.12
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:13:00,1.27
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:14:00,17.39
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:15:00,70.79
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:16:00,28.46
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:17:00,1.82
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:18:00,20.56
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:19:00,0.75
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:20:00,5.14
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:21:00,13.61
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:22:00,13.65
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:23:00,20.57
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:24:00,27.31
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:25:00,19.17
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:26:00,28.61
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:27:00,26.45
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:28:00,17.53
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:29:00,25.01
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:30:00,19.28
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:31:00,2.36
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:32:00,22.22
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:33:00,2.85
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:34:00,17.82
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:35:00,21.08
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:36:00,2.0
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:37:00,6.92
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:38:00,27.47
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:39:00,18.49
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:40:00,7.39
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:41:00,20.72
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:42:00,17.9
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:43:00,15.05
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:44:00,29.29
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:45:00,20.5
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:46:00,11.26
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:47:00,24.0
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:48:00,26.54
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:49:00,3.76
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:50:00,6.02
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:51:00,6.49
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:52:00,20.74
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:53:00,18.09
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:54:00,18.57
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:55:00,28.22
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:56:00,23.28
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:57:00,3.84
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:58:00,10.43
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 04:59:00,13.06
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:00:00,11.88
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:01:00,20.08
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:02:00,26.76
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:03:00,9.18
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:04:00,16.56
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:05:00,23.68
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:06:00,12.49
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:07:00,5.04
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:08:00,14.25
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:09:00,1.66
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:10:00,28.27
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:11:00,2.24
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:12:00,13.15
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:13:00,15.9
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:14:00,29.56
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:15:00,4.98
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:16:00,3.43
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:17:00,0.26
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:18:00,4.67
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:19:00,6.22
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:20:00,18.92
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:21:00,6.59
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:22:00,0.62
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:23:00,24.8
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:24:00,10.97
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:25:00,10.61
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:26:00,9.07
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:27:00,29.26
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:28:00,5.1
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:29:00,26.95
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:30:00,23.3
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:31:00,2.29
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:32:00,29.6
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:33:00,8.14
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:34:00,2.96
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:35:00,24.88
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:36:00,21.2
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:37:00,18.52
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:38:00,4.68
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:39:00,14.35
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:40:00,23.42
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:41:00,9.11
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:42:00,106.05
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:43:00,0.09
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:44:00,5.23
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:45:00,26.26
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:46:00,13.25
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:47:00,29.53
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:48:00,11.87
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:49:00,21.46
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:50:00,8.46
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:51:00,10.91
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:52:00,5.72
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:53:00,10.41
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:54:00,16.42
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:55:00,107.51
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:56:00,19.93
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:57:00,5.98
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:58:00,1.35
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 05:59:00,3.79
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:00:00,16.88
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:01:00,22.95
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:02:00,28.21
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:03:00,0.47
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:04:00,15.68
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:05:00,14.13
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:06:00,19.68
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:07:00,16.79
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:08:00,20.61
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:09:00,19.74
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:10:00,3.51
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:11:00,23.99
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:12:00,3.7
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:13:00,20.96
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:14:00,12.48
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:15:00,15.42
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:16:00,27.1
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:17:00,26.7
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:18:00,64.3
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:19:00,15.3
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:20:00,22.09
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:21:00,15.39
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:22:00,26.09
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:23:00,12.08
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:24:00,29.11
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:25:00,27.97
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:26:00,22.25
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:27:00,8.38
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:28:00,3.95
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:29:00,25.64
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:30:00,4.96
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:31:00,25.63
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:32:00,14.72
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:33:00,12.2
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:34:00,27.1
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:35:00,18.12
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:36:00,17.3
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:37:00,16.76
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:38:00,11.14
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:39:00,23.57
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:40:00,7.58
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:41:00,28.17
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:42:00,68.79
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:43:00,10.12
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:44:00,21.88
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:45:00,17.2
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:46:00,10.13
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:47:00,29.66
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:48:00,0.76
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:49:00,7.58
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:50:00,15.6
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:51:00,15.66
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:52:00,17.67
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:53:00,22.55
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:54:00,18.7
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:55:00,18.01
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:56:00,1.61
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:57:00,11.3
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:58:00,6.96
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 06:59:00,7.96
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:00:00,16.63
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:01:00,5.99
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:02:00,8.82
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:03:00,7.11
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:04:00,28.46
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:05:00,28.34
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:06:00,18.3
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:07:00,27.74
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:08:00,23.57
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:09:00,17.7
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:10:00,0.19
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:11:00,23.18
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:12:00,21.07
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:13:00,18.46
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:14:00,22.81
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:15:00,15.39
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:16:00,21.12
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:17:00,28.06
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:18:00,11.27
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:19:00,21.24
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:20:00,14.27
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:21:00,20.23
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:22:00,22.89
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:23:00,1.36
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:24:00,19.4
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:25:00,6.8
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:26:00,20.1
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:27:00,14.05
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:28:00,23.21
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:29:00,3.7
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:30:00,18.79
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:31:00,8.35
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:32:00,25.59
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:33:00,27.85
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:34:00,29.89
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:35:00,23.88
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:36:00,22.61
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:37:00,6.47
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:38:00,10.08
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:39:00,13.97
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:40:00,23.2
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:41:00,27.45
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:42:00,5.67
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:43:00,27.67
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:44:00,20.87
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:45:00,18.32
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:46:00,6.0
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:47:00,1.67
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:48:00,17.05
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:49:00,19.55
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:50:00,6.32
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:51:00,16.69
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:52:00,119.52
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:53:00,25.05
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:54:00,27.82
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:55:00,10.98
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:56:00,9.54
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:57:00,22.48
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:58:00,12.93
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 07:59:00,2.63
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 08:00:00,8.48
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 08:01:00,12.56
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 08:02:00,8.78
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 08:03:00,9.97
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 08:04:00,8.81
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 08:05:00,1.24
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 08:06:00,100.59
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 08:07:00,17.92
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 08:08:00,19.6
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 08:09:00,5.77
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 08:10:00,8.87
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 08:11:00,18.59
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 08:12:00,17.99
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 08:13:00,15.19
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 08:14:00,127.31
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 08:15:00,27.39
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 08:16:00,10.19
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 08:17:00,13.67
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 08:18:00,55.15
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 08:19:00,16.29
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 08:20:00,10.41
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 08:21:00,13.07
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 08:22:00,23.83
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 08:23:00,49.54
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 08:24:00,4.27
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 08:25:00,9.39
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 08:26:00,25.49
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 08:27:00,2.67
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 08:28:00,29.75
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 08:29:00,16.23
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 08:30:00,29.55
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 08:31:00,28.17
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 08:32:00,13.58
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 08:33:00,5.95
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 08:34:00,60.15
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 08:35:00,7.2
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-03 08:36:00,21.3
